,H_bar,Q_bar,T_bar,P_bar,H_kam,Q_kam,T_kam,Q_bar_Orig,H_bar_Orig,P_ger_Orig,P_Cigelka,P_Regetovka,day_of_year,hour_of_day
2013-10-12 12:00:00,140.0,0.5973999999999999,11.081249999999951,0.0,94.0,0.11458333333333301,12.2,0.58,140.0,0.0,0.439,0.0,285,12
2013-10-12 13:00:00,140.0,0.6780299999999999,11.102951388888837,0.0,94.0,0.11420138888888859,12.205208333333333,0.699,141.0,0.0,0.188,0.0,285,13
2013-10-12 14:00:00,140.0,0.6780299999999999,11.124652777777724,0.0,94.0,0.11381944444444417,12.210416666666665,0.699,141.0,0.0,0.004,0.0,285,14
2013-10-12 15:00:00,140.0,0.6780299999999999,11.146354166666612,0.0,94.0,0.11343749999999975,12.215625,0.699,141.0,0.0,0.018,0.0,285,15
2013-10-12 16:00:00,140.0,0.6780299999999999,11.1680555555555,0.0,94.0,0.11305555555555534,12.220833333333333,0.699,141.0,0.0,0.0,0.0,285,16
2013-10-12 17:00:00,140.0,0.6780299999999999,11.189756944444387,0.0,94.0,0.11267361111111092,12.226041666666665,0.699,141.0,0.0,0.0,0.0,285,17
2013-10-12 18:00:00,140.0,0.6780299999999999,11.211458333333274,0.0,94.0,0.1122916666666665,12.23125,0.699,141.0,0.0,0.0,0.0,285,18
2013-10-12 19:00:00,140.0,0.5973999999999999,11.233159722222162,0.0,94.0,0.11190972222222209,12.236458333333333,0.58,140.0,0.0,0.0,0.0,285,19
2013-10-12 20:00:00,140.0,0.5973999999999999,11.25486111111105,0.0,94.0,0.11152777777777767,12.241666666666665,0.58,140.0,0.0,0.0,0.0,285,20
2013-10-12 21:00:00,140.0,0.6780299999999999,11.276562499999937,0.0,94.0,0.11114583333333325,12.246875,0.699,141.0,0.0,0.0,0.0,285,21
2013-10-12 22:00:00,140.0,0.6780299999999999,11.298263888888824,0.0,94.0,0.11076388888888883,12.252083333333333,0.699,141.0,0.0,0.014,0.0,285,22
2013-10-12 23:00:00,140.0,0.5973999999999999,11.319965277777712,0.0,94.0,0.11038194444444442,12.257291666666665,0.58,140.0,0.0,0.0,0.0,285,23
2013-10-13 00:00:00,140.0,0.5973999999999999,11.3416666666666,0.0,94.0,0.11,12.2625,0.58,140.0,0.0,0.0,0.0,286,0
2013-10-13 01:00:00,140.0,0.5973999999999999,11.326388888888824,0.016666666666666666,94.0,0.11,12.25347222222222,0.58,140.0,0.0,0.021,0.0,286,1
2013-10-13 02:00:00,140.0,0.5973999999999999,11.31111111111105,0.03333333333333333,94.0,0.11,12.244444444444442,0.58,140.0,0.0,0.0,0.0,286,2
2013-10-13 03:00:00,140.0,0.5973999999999999,11.295833333333274,0.05,94.0,0.11,12.235416666666662,0.58,140.0,0.0,0.0,0.0,286,3
2013-10-13 04:00:00,140.0,0.5973999999999999,11.2805555555555,0.06666666666666667,94.0,0.11,12.226388888888883,0.58,140.0,0.0,0.0,0.181,286,4
2013-10-13 05:00:00,140.0,0.5973999999999999,11.265277777777724,0.08333333333333333,94.0,0.11,12.217361111111103,0.58,140.0,0.0,0.0,0.036,286,5
2013-10-13 06:00:00,140.0,0.5973999999999999,11.24999999999995,0.1,94.0,0.11,12.208333333333325,0.58,140.0,0.0,0.0,0.04,286,6
2013-10-13 07:00:00,140.0,0.5973999999999999,11.234722222222175,0.11666666666666667,94.0,0.11,12.199305555555545,0.58,140.0,0.0,0.062,0.048,286,7
2013-10-13 08:00:00,140.0,0.5973999999999999,11.219444444444399,0.13333333333333333,94.0,0.11,12.190277777777766,0.58,140.0,0.0,0.125,0.0,286,8
2013-10-13 09:00:00,140.0,0.5973999999999999,11.204166666666625,0.15,94.0,0.11,12.181249999999988,0.58,140.0,0.0,0.335,0.0,286,9
2013-10-13 10:00:00,140.0,0.5973999999999999,11.18888888888885,0.16666666666666666,94.0,0.11,12.172222222222208,0.58,140.0,0.0,0.177,0.0,286,10
2013-10-13 11:00:00,140.0,0.5973999999999999,11.173611111111075,0.18333333333333332,94.0,0.11,12.163194444444429,0.58,140.0,0.0,0.055,0.0,286,11
2013-10-13 12:00:00,140.0,0.5973999999999999,11.1583333333333,0.2,94.0,0.11,12.15416666666665,0.58,140.0,0.0,0.308,0.0,286,12
2013-10-13 13:00:00,140.0,0.5973999999999999,11.143055555555524,0.21666666666666667,94.0,0.11,12.145138888888871,0.58,140.0,0.0,0.269,0.0,286,13
2013-10-13 14:00:00,140.0,0.6780299999999999,11.12777777777775,0.23333333333333334,94.0,0.11,12.136111111111092,0.699,141.0,0.0,0.094,0.0,286,14
2013-10-13 15:00:00,140.0,0.6780299999999999,11.112499999999974,0.25,94.0,0.11,12.127083333333312,0.699,141.0,0.0,0.052,0.0,286,15
2013-10-13 16:00:00,140.0,0.6780299999999999,11.0972222222222,0.26666666666666666,94.0,0.11,12.118055555555534,0.699,141.0,0.0,0.0,0.0,286,16
2013-10-13 17:00:00,140.0,0.6780299999999999,11.081944444444424,0.2833333333333333,94.0,0.11,12.109027777777754,0.699,141.0,0.0,0.0,0.0,286,17
2013-10-13 18:00:00,140.0,0.6780299999999999,11.066666666666649,0.3,94.0,0.11,12.099999999999975,0.699,141.0,0.0,0.0,0.0,286,18
2013-10-13 19:00:00,140.0,0.6780299999999999,11.051388888888875,0.31666666666666665,94.0,0.11,12.090972222222197,0.699,141.0,0.0,0.0,0.0,286,19
2013-10-13 20:00:00,140.0,0.6780299999999999,11.036111111111099,0.3333333333333333,94.0,0.11,12.081944444444417,0.699,141.0,0.0,0.0,0.0,286,20
2013-10-13 21:00:00,140.0,0.6780299999999999,11.020833333333325,0.35,94.0,0.11,12.072916666666638,0.699,141.0,0.0,0.0,0.0,286,21
2013-10-13 22:00:00,140.0,0.5973999999999999,11.00555555555555,0.36666666666666664,94.0,0.11,12.063888888888858,0.58,140.0,0.0,0.0,0.0,286,22
2013-10-13 23:00:00,140.0,0.5973999999999999,10.990277777777775,0.3833333333333333,94.0,0.11,12.05486111111108,0.58,140.0,0.0,0.025,0.06,286,23
2013-10-14 00:00:00,140.0,0.5973999999999999,10.975,0.4,94.0,0.11,12.0458333333333,0.58,140.0,0.0,0.0,0.0,287,0
2013-10-14 01:00:00,140.04166666666666,0.5973999999999999,10.955034722222221,0.6333333333333333,94.04166666666667,0.11152777777777775,12.026736111111079,0.58,140.0,0.0,0.017,0.0,287,1
2013-10-14 02:00:00,140.08333333333334,0.5973999999999999,10.93506944444444,0.8666666666666667,94.08333333333333,0.1130555555555555,12.00763888888886,0.58,140.0,0.0,0.055,0.0,287,2
2013-10-14 03:00:00,140.125,0.5973999999999999,10.915104166666662,1.1,94.125,0.11458333333333325,11.988541666666638,0.58,140.0,0.0,0.0,0.0,287,3
2013-10-14 04:00:00,140.16666666666666,0.5973999999999999,10.895138888888884,1.3333333333333333,94.16666666666667,0.116111111111111,11.969444444444417,0.58,140.0,0.0,0.0,0.0,287,4
2013-10-14 05:00:00,140.20833333333334,0.5973999999999999,10.875173611111103,1.5666666666666664,94.20833333333333,0.11763888888888875,11.950347222222197,0.58,140.0,0.0,0.0,0.0,287,5
2013-10-14 06:00:00,140.25,0.5973999999999999,10.855208333333325,1.7999999999999998,94.25,0.1191666666666665,11.931249999999975,0.58,140.0,0.0,0.0,0.0,287,6
2013-10-14 07:00:00,140.29166666666666,0.5973999999999999,10.835243055555546,2.033333333333333,94.29166666666667,0.12069444444444426,11.912152777777754,0.58,140.0,0.0,0.044,0.0,287,7
2013-10-14 08:00:00,140.33333333333334,0.5973999999999999,10.815277777777766,2.2666666666666666,94.33333333333333,0.122222222222222,11.893055555555534,0.58,140.0,0.0,0.0,0.0,287,8
2013-10-14 09:00:00,140.375,0.5973999999999999,10.795312499999987,2.4999999999999996,94.375,0.12374999999999975,11.873958333333313,0.58,140.0,0.0,0.0,0.0,287,9
2013-10-14 10:00:00,140.41666666666666,0.5973999999999999,10.775347222222209,2.733333333333333,94.41666666666667,0.1252777777777775,11.854861111111092,0.58,140.0,0.0,0.0,0.0,287,10
2013-10-14 11:00:00,140.45833333333334,0.5973999999999999,10.755381944444428,2.9666666666666663,94.45833333333333,0.12680555555555525,11.835763888888872,0.58,140.0,0.0,0.214,0.0,287,11
2013-10-14 12:00:00,140.5,0.6780299999999999,10.73541666666665,3.1999999999999997,94.5,0.128333333333333,11.81666666666665,0.699,141.0,0.0,0.541,0.0,287,12
2013-10-14 13:00:00,140.54166666666666,0.6780299999999999,10.715451388888871,3.433333333333333,94.54166666666667,0.12986111111111076,11.797569444444429,0.699,141.0,0.0,0.235,0.0,287,13
2013-10-14 14:00:00,140.58333333333334,0.6780299999999999,10.69548611111109,3.666666666666666,94.58333333333333,0.1313888888888885,11.77847222222221,0.699,141.0,0.0,0.27,0.0,287,14
2013-10-14 15:00:00,140.625,0.6780299999999999,10.675520833333312,3.8999999999999995,94.625,0.13291666666666624,11.759374999999988,0.699,141.0,0.0,0.332,0.0,287,15
2013-10-14 16:00:00,140.66666666666666,0.6780299999999999,10.655555555555534,4.133333333333333,94.66666666666667,0.134444444444444,11.740277777777766,0.699,141.0,0.0,0.06,0.0,287,16
2013-10-14 17:00:00,140.70833333333334,0.6780299999999999,10.635590277777753,4.366666666666666,94.70833333333333,0.13597222222222174,11.721180555555547,0.699,141.0,0.0,0.031,0.0,287,17
2013-10-14 18:00:00,140.75,0.5973999999999999,10.615624999999975,4.6,94.75,0.1374999999999995,11.702083333333325,0.58,140.0,0.0,0.0,0.0,287,18
2013-10-14 19:00:00,140.79166666666666,0.5973999999999999,10.595659722222196,4.833333333333333,94.79166666666667,0.13902777777777725,11.682986111111104,0.58,140.0,0.0,0.0,0.0,287,19
2013-10-14 20:00:00,140.83333333333334,0.5973999999999999,10.575694444444416,5.066666666666666,94.83333333333333,0.140555555555555,11.663888888888884,0.58,140.0,0.0,0.0,0.0,287,20
2013-10-14 21:00:00,140.875,0.5973999999999999,10.555729166666637,5.3,94.875,0.14208333333333276,11.644791666666663,0.58,140.0,0.0,0.0,0.0,287,21
2013-10-14 22:00:00,140.91666666666666,0.5973999999999999,10.535763888888859,5.533333333333333,94.91666666666667,0.1436111111111105,11.625694444444441,0.58,140.0,0.0,0.0,0.0,287,22
2013-10-14 23:00:00,140.95833333333334,0.5973999999999999,10.515798611111078,5.766666666666667,94.95833333333333,0.14513888888888826,11.606597222222222,0.58,140.0,0.0,0.0,0.0,287,23
2013-10-15 00:00:00,141.0,0.5973999999999999,10.4958333333333,6.0,95.0,0.146666666666666,11.5875,0.58,140.0,0.0,0.0,0.0,288,0
2013-10-15 01:00:00,141.0,0.5973999999999999,10.487847222222188,5.783333333333333,95.0,0.14800347222222157,11.581944444444442,0.58,140.0,0.0,0.0,0.0,288,1
2013-10-15 02:00:00,141.0,0.5973999999999999,10.479861111111076,5.566666666666666,95.0,0.14934027777777717,11.576388888888884,0.58,140.0,0.0,0.0,0.0,288,2
2013-10-15 03:00:00,141.0,0.5973999999999999,10.471874999999962,5.35,95.0,0.15067708333333274,11.570833333333326,0.58,140.0,0.0,0.0,0.0,288,3
2013-10-15 04:00:00,141.0,0.5973999999999999,10.46388888888885,5.133333333333333,95.0,0.15201388888888834,11.565277777777768,0.58,140.0,0.121,0.028,0.143,288,4
2013-10-15 05:00:00,141.0,0.5973999999999999,10.455902777777737,4.916666666666666,95.0,0.1533506944444439,11.55972222222221,0.58,140.0,0.007,0.024,0.116,288,5
2013-10-15 06:00:00,141.0,0.5973999999999999,10.447916666666625,4.7,95.0,0.1546874999999995,11.55416666666665,0.58,140.0,0.167,0.063,0.239,288,6
2013-10-15 07:00:00,141.0,0.5973999999999999,10.439930555555513,4.483333333333333,95.0,0.15602430555555508,11.548611111111091,0.58,140.0,2.398,2.113,1.364,288,7
2013-10-15 08:00:00,141.0,0.6780299999999999,10.4319444444444,4.266666666666667,95.0,0.15736111111111067,11.543055555555533,0.699,141.0,0.172,2.593,2.036,288,8
2013-10-15 09:00:00,141.0,0.6780299999999999,10.423958333333287,4.05,95.0,0.15869791666666624,11.537499999999975,0.699,141.0,0.0,0.052,0.016,288,9
2013-10-15 10:00:00,141.0,0.6780299999999999,10.415972222222175,3.833333333333333,95.0,0.16003472222222184,11.531944444444417,0.699,141.0,0.0,0.047,0.0,288,10
2013-10-15 11:00:00,141.0,0.6780299999999999,10.407986111111063,3.6166666666666667,95.0,0.1613715277777774,11.526388888888858,0.699,141.0,0.0,0.251,0.0,288,11
2013-10-15 12:00:00,141.0,0.6791666666666665,10.399999999999949,3.4,95.0,0.162708333333333,11.5208333333333,0.699,141.0,0.0,0.148,0.0,288,12
2013-10-15 13:00:00,141.0,0.6808194444444443,10.392013888888837,3.183333333333333,95.0,0.16404513888888858,11.515277777777742,0.699,141.0,0.0,0.124,0.0,288,13
2013-10-15 14:00:00,141.0,0.682472222222222,10.384027777777725,2.966666666666667,95.0,0.16538194444444415,11.509722222222184,0.699,141.0,0.0,0.019,0.0,288,14
2013-10-15 15:00:00,141.0,0.6841249999999999,10.376041666666612,2.75,95.0,0.16671874999999975,11.504166666666626,0.699,141.0,0.014,0.434,0.184,288,15
2013-10-15 16:00:00,141.0,0.6857777777777776,10.3680555555555,2.533333333333333,95.0,0.16805555555555532,11.498611111111067,0.699,141.0,0.005,0.004,16.726,288,16
2013-10-15 17:00:00,141.0,0.6874305555555554,10.360069444444386,2.3166666666666664,95.0,0.16939236111111092,11.49305555555551,0.699,141.0,0.0,0.0,0.01,288,17
2013-10-15 18:00:00,141.0,0.6890833333333333,10.352083333333274,2.0999999999999996,95.0,0.1707291666666665,11.487499999999951,0.699,141.0,0.0,0.0,0.0,288,18
2013-10-15 19:00:00,141.0,0.690736111111111,10.344097222222162,1.8833333333333329,95.0,0.17206597222222209,11.481944444444391,0.699,141.0,0.0,0.0,0.0,288,19
2013-10-15 20:00:00,141.0,0.6923888888888888,10.33611111111105,1.666666666666666,95.0,0.17340277777777766,11.476388888888833,0.699,141.0,0.0,0.0,0.0,288,20
2013-10-15 21:00:00,141.0,0.6940416666666666,10.328124999999938,1.4500000000000002,95.0,0.17473958333333325,11.470833333333275,0.699,141.0,0.0,0.0,0.0,288,21
2013-10-15 22:00:00,141.0,0.6956944444444444,10.320138888888824,1.2333333333333334,95.0,0.17607638888888882,11.465277777777716,0.699,141.0,0.0,0.0,0.0,288,22
2013-10-15 23:00:00,141.0,0.6973472222222221,10.312152777777712,1.0166666666666666,95.0,0.17741319444444442,11.459722222222158,0.699,141.0,0.0,0.0,0.0,288,23
2013-10-16 00:00:00,141.0,0.699,10.3041666666666,0.8,95.0,0.17875,11.4541666666666,0.699,141.0,0.0,0.0,0.0,289,0
2013-10-16 01:00:00,141.0,0.7012916666666666,10.287499999999936,0.7958333333333334,95.0,0.17817708333333332,11.4385416666666,0.699,141.0,0.0,0.0,0.0,289,1
2013-10-16 02:00:00,141.0,0.7035833333333333,10.270833333333272,0.7916666666666667,95.0,0.17760416666666667,11.4229166666666,0.699,141.0,0.0,0.0,0.0,289,2
2013-10-16 03:00:00,141.0,0.7058749999999999,10.254166666666608,0.7875000000000001,95.0,0.17703125,11.4072916666666,0.699,141.0,0.0,0.0,0.0,289,3
2013-10-16 04:00:00,141.0,0.7081666666666666,10.237499999999944,0.7833333333333333,95.0,0.17645833333333333,11.3916666666666,0.699,141.0,0.0,0.0,0.0,289,4
2013-10-16 05:00:00,141.0,0.7104583333333333,10.220833333333278,0.7791666666666667,95.0,0.17588541666666666,11.3760416666666,0.699,141.0,0.0,0.0,0.06,289,5
2013-10-16 06:00:00,141.0,0.71275,10.204166666666614,0.775,95.0,0.17531249999999998,11.3604166666666,0.699,141.0,0.0,0.0,0.0,289,6
2013-10-16 07:00:00,141.0,0.7150416666666667,10.18749999999995,0.7708333333333334,95.0,0.17473958333333334,11.3447916666666,0.699,141.0,0.0,0.0,0.0,289,7
2013-10-16 08:00:00,141.0,0.7173333333333333,10.170833333333286,0.7666666666666667,95.0,0.17416666666666666,11.3291666666666,0.699,141.0,0.0,0.0,0.734,289,8
2013-10-16 09:00:00,141.0,0.719625,10.154166666666622,0.7625,95.0,0.17359375,11.3135416666666,0.699,141.0,0.085,0.545,0.342,289,9
2013-10-16 10:00:00,141.0,0.71997,10.137499999999958,0.7583333333333333,95.0,0.17302083333333335,11.2979166666666,0.699,141.0,0.41,0.566,0.726,289,10
2013-10-16 11:00:00,141.0,0.71997,10.120833333333294,0.7541666666666667,95.0,0.17244791666666667,11.2822916666666,0.699,141.0,0.401,1.88,0.895,289,11
2013-10-16 12:00:00,141.0,0.71997,10.104166666666629,0.75,95.0,0.171875,11.2666666666666,0.699,141.0,1.519,0.487,0.046,289,12
2013-10-16 13:00:00,141.0,0.71997,10.087499999999965,0.7458333333333333,95.0,0.17130208333333333,11.2510416666666,0.699,141.0,0.276,0.924,0.109,289,13
2013-10-16 14:00:00,141.0,0.71997,10.0708333333333,0.7416666666666667,95.0,0.17072916666666665,11.2354166666666,0.699,141.0,0.436,1.672,0.001,289,14
2013-10-16 15:00:00,141.0,0.71997,10.054166666666637,0.7375,95.0,0.17015625,11.2197916666666,0.699,141.0,0.415,0.157,0.0,289,15
2013-10-16 16:00:00,141.0,0.71997,10.037499999999973,0.7333333333333333,95.0,0.16958333333333334,11.2041666666666,0.699,141.0,0.048,0.051,0.0,289,16
2013-10-16 17:00:00,141.0,0.71997,10.020833333333309,0.7291666666666666,95.0,0.16901041666666666,11.1885416666666,0.699,141.0,0.0,0.305,0.0,289,17
2013-10-16 18:00:00,141.0,0.71997,10.004166666666645,0.725,95.0,0.16843750000000002,11.1729166666666,0.699,141.0,0.0,0.091,0.0,289,18
2013-10-16 19:00:00,141.0,0.71997,9.987499999999981,0.7208333333333333,95.0,0.16786458333333334,11.1572916666666,0.699,141.0,0.0,0.0,0.0,289,19
2013-10-16 20:00:00,141.0,0.71997,9.970833333333317,0.7166666666666667,95.0,0.16729166666666667,11.1416666666666,0.699,141.0,0.0,0.0,0.0,289,20
2013-10-16 21:00:00,141.0,0.71997,9.954166666666652,0.7124999999999999,95.0,0.16671875,11.1260416666666,0.699,141.0,0.0,0.0,0.0,289,21
2013-10-16 22:00:00,141.0,0.71997,9.937499999999988,0.7083333333333333,95.0,0.16614583333333333,11.1104166666666,0.699,141.0,0.0,0.0,0.0,289,22
2013-10-16 23:00:00,141.0,0.71997,9.920833333333324,0.7041666666666666,95.0,0.16557291666666668,11.0947916666666,0.699,141.0,0.0,0.0,0.0,289,23
